station	dist_coast	latitude	longitude	elevation	state	name
USC00215586	1146.04	46.8875	-96.7478	271.3	MN	MOORHEAD
USC00411778	833.88	35.11	-101.3619	1034.8	TX	CLAUDE
USC00351407	134.725	45.6833	-121.8833	31.1	OR	CASCADE LOCKS
USC00440766	295.635	37.2017	-80.4133	640.1	VA	BLACKSBURG NWSO
USC00426357	812.52	39.3758	-112.3342	1560.6	UT	OAK CITY
USC00042671	211.02700000000002	38.7833	-120.0333	2240.3	CA	ECHO SUMT SIERRA AT TA
USC00246195	973.193	45.3833	-109.9	2114.1	MT	NYE MOUAT MINE
USC00231674	751.0939999999999	37.1319	-90.7756	201.2	MO	CLEARWATER DAM
USC00034756	509.69699999999995	34.5731	-94.2494	344.4	AR	MENA
USW00094910	1317.28	42.5544	-92.4011	264.6	IA	WATERLOO MUNI AP
USC00317056	138.375	34.9869	-79.2189	76.2	NC	RAEFORD
USC00267682	411.925	41.35	-119.1667	1388.1	NV	SOLDIERS MEADOW
USC00407099	537.344	35.6333	-88.0333	113.1	TN	PERRYVILLE
USC00455317	370.32199999999995	48.8667	-117.3667	644.0	WA	METALINE FALLS
USC00341404	808.88	36.0286	-99.3464	588.9	OK	CAMARGO 4WNW MESONET
USW00012959	80.2503	26.1839	-98.2539	30.5	TX	MCALLEN MILLER INTL AP
USC00475786	1071.58	44.0261	-90.0814	281.0	WI	NECEDAH
USC00132299	1142.27	40.6458	-91.5639	214.9	IA	DONNELLSON
USC00418040	899.7289999999999	35.7047	-101.5492	894.9	TX	SANFORD DAM
USW00094824	624.124	46.25	-84.4667	262.1	MI	KINROSS AFB
USC00395506	1544.49	44.0667	-101.15	570.0	SD	MIDLAND
USC00056816	1192.82	39.8297	-105.2353	1798.3	CO	RALSTON RSVR
USC00340567	496.475	34.385	-94.8981	250.5	OK	BATTIEST
USC00214373	1205.13	45.3533	-94.3056	349.0	MN	KIMBALL 3N
USC00026242	375.663	31.9353	-109.2186	1664.2	AZ	PARADISE
USC00397326	1287.57	45.7097	-97.4492	551.1	SD	ROY LAKE
USC00054726	1143.84	37.7511	-103.4775	1283.2	CO	LA JUNTA 20 S
USC00245876	1073.23	47.3333	-107.9333	688.8	MT	MOSBY 23 N
USW00022010	369.87800000000004	29.3783	-100.9269	304.5	TX	DEL RIO INTL AP
USC00212250	970.04	46.8367	-92.2108	436.8	MN	DULUTH NWS
USC00137700	1464.43	43.0558	-96.1525	414.5	IA	SIOUX CTR 2 SE
USC00468777	217.59599999999998	39.4467	-79.5469	801.6	WV	TERRA ALTA #1
USC00200233	652.5790000000001	42.8333	-82.85	-999.9	MI	ARMADA
USC00242260	516.0409999999999	47.4103	-115.3514	1158.2	MT	DEBORGIA 3 N
USC00048446	15.5047	36.6311	-121.6714	6.4	CA	SPRECKELS HWY BRG
USC00489305	1377.7	43.45	-105.5	1464.0	WY	VERSE 8 NW
USC00294747	795.705	32.6	-104.3333	1000.0	NM	LAKE MC MILLAN
USW00013881	254.16400000000002	35.2236	-80.9553	221.9	NC	CHARLOTTE DOUGLAS AP
USC00205148	623.448	42.7194	-82.4922	178.0	MI	MARINE CITY
CA00701LEEH	89.7785	46.87	-72.4	160.0		LAC AUX SABLES
USW00024088	1388.97	44.2169	-104.9292	1318.3	WY	MOORCROFT 3S
USC00386783	281.8	34.65	-82.45	259.1	SC	PELZER
USC00201492	684.9680000000001	45.6528	-84.4725	179.2	MI	CHEBOYGAN
USC00106681	465.341	46.4833	-116.2667	402.3	ID	OROFINO
USC00395891	1549.98	43.8894	-100.7078	707.1	SD	MURDO
USC00343304	867.602	36.5442	-99.535	618.7	OK	FORT SUPPLY 3SE
USC00024534	270.751	31.8353	-110.3553	1429.5	AZ	KARTCHNER CAVERNS
USC00414775	693.558	31.8408	-103.0889	862.6	TX	KERMIT
USC00043939	204.673	37.9614	-119.7831	1179.6	CA	HETCH HETCHY
USC00465563	392.41	38.1025	-81.8464	216.4	WV	MADISON 3NNW
USC00121229	694.715	39.8667	-85.1833	304.8	IN	CAMBRIDGE CITY 3 N
USC00142548	959.857	38.4294	-96.2189	371.9	KS	EMPORIA 3 NW
CA001145460	398.195	49.98	-117.37	564.0		NEW DENVER
USC00245123	842.8610000000001	45.8814	-111.4164	1293.3	MT	LOGAN LANDFILL
USC00355788	420.209	45.3167	-117.7333	2140.9	OR	MT FANNY
USC00394891	1313.19	45.7192	-98.9439	481.6	SD	LEOLA
USC00118389	978.273	39.5608	-88.6067	200.9	IL	SULLIVAN 3S
USC00189187	41.0993	39.05	-77.0833	92.0	MD	VIERS MILL
USC00291840	818.328	33.9	-105.0	1645.9	NM	CIRCLE F RCH
USC00405187	527.599	35.4139	-86.8086	239.9	TN	LEWISBURG EXP STN
USC00237263	854.865	37.9572	-91.7758	355.7	MO	ROLLA UNI OF MISSOURI
USW00014761	221.674	40.9167	-78.0667	592.8	PA	PHILIPSBURG 8 E
USC00191950	1.27667	42.2833	-71.0667	15.2	MA	DORCHESTER
USC00106586	588.519	44.1758	-116.2828	937.3	ID	OLA
USC00201780	674.352	47.4678	-87.8672	190.5	MI	COPPER HBR FT WILKINS
USC00200770	717.187	46.8325	-87.7503	233.2	MI	BIG BAY 1NW
USC00362324	205.845	41.55	-76.35	534.0	PA	DUSHORE 3 NE
USW00013975	854.304	36.2967	-99.7689	667.8	OK	GAGE AP
USC00245038	740.815	47.0333	-112.4167	1570.9	MT	LINCOLN 14 NE
USW00014928	1263.62	45.1167	-95.0833	345.0	MN	WILLMAR AP
USC00416950	917.6339999999999	36.3897	-100.8239	896.7	TX	PERRYTON
USC00227701	190.479	32.4	-88.6	118.9	MS	RUSSELL
USC00485355	967.847	44.8956	-110.235	1998.0	WY	LAMAR RANGER STATION
USC00049083	155.239	40.7667	-122.3	326.1	CA	TURNTABLE CREEK
USC00488192	1378.46	42.3667	-106.105	2150.4	WY	SHIRLEY BASIN
USC00406806	623.29	36.2469	-86.5631	179.8	TN	OLD HICKORY WFO
USC00165852	93.2593	30.5667	-92.4333	18.0	LA	MAMOU 4 S
USC00081651	78.2777	26.7361	-81.0492	5.5	FL	CLEWISTON #2
USC00177336	83.0347	44.4947	-70.6564	190.5	ME	RUMFORD 6SW
USC00104295	795.173	42.3528	-114.5739	1379.2	ID	HOLLISTER
USC00132999	1396.59	42.5836	-94.2006	347.5	IA	FT DODGE 5NNW
USC00157677	569.42	36.6736	-84.4792	371.9	KY	STEARNS 2S
USC00423809	954.541	40.4917	-111.4261	1703.8	UT	HEBER
USC00125122	811.605	40.75	-86.35	192.0	IN	LOGANSPORT RADIO WSAL
USC00049490	106.475	40.7222	-122.9331	599.8	CA	WEAVERVILLE
USC00334189	586.7130000000001	40.6489	-83.6061	303.3	OH	KENTON
USC00157158	504.046	38.0969	-83.1189	231.6	KY	SANDY HOOK 1NE
USC00194711	18.4726	41.8819	-70.9086	15.8	MA	MIDDLEBORO
USW00012958	21.261999999999997	29.8167	-90.0167	1.5	LA	NEW ORLEANS ALVIN CALLENDER FL
CA006105760	481.708	44.97	-76.85	251.0		OMPAH
USC00017025	310.843	33.1581	-85.2911	228.6	AL	ROCK MILLS
USC00246218	569.837	48.5497	-114.5739	964.7	MT	OLNEY
USC00402600	616.214	36.2836	-88.7064	137.2	TN	DRESDEN
USC00418043	454.74199999999996	33.3633	-97.1744	205.7	TX	SANGER
USC00298324	488.921	32.7833	-108.2667	1804.4	NM	SILVER CITY
USC00416215	825.6060000000001	34.55	-102.1	1129.0	TX	NAZARETH
USC00163433	8.82339	29.4631	-90.3072	1.5	LA	GALLIANO
USC00257415	1590.09	42.7547	-102.4794	1155.2	NE	RUSHVILLE
USC00092738	104.727	31.0286	-84.8911	45.7	GA	DONALSONVILLE
USC00463932	85.2837	39.3167	-77.7333	88.1	WV	HARPERS FERRY NP
USC00484442	1312.83	41.15	-105.1667	2039.1	WY	HECLA 1E
USC00265087	499.88800000000003	36.8239	-114.0525	552.0	NV	MESQUITE 2NE
USC00054242	1291.37	39.7033	-102.2939	1208.5	CO	IDALIA
USC00255997	1373.27	42.0289	-97.4855	470.9	NE	NORFOLK 4W
USC00357250	427.083	44.9094	-118.0625	1222.9	OR	ROCK CREEK
USC00475091	859.99	45.0983	-87.6236	179.5	WI	MARINETTE
USC00265705	385.44800000000004	36.2347	-115.1164	578.5	NV	NORTH LAS VEGAS
USC00246364	558.536	47.3833	-114.8	880.9	MT	PARADISE
USC00308910	407.135	42.7417	-78.5108	332.2	NY	WALES
USC00463846	414.965	38.2794	-82.1114	207.3	WV	HAMLIN
USC00357631	118.336	44.9469	-122.5247	705.6	OR	SCOTTS MILLS 9 SE
USC00230204	907.82	38.1869	-94.0281	259.7	MO	APPLETON CITY
USC00425377	1092.59	40.99	-109.7258	1948.6	UT	MANILA
USC00133487	1349.65	42.3647	-92.7594	318.5	IA	GRUNDY CTR
USC00015785	127.605	31.7167	-87.2667	54.9	AL	NATCHEZ
USW00013882	490.778	35.0311	-85.2014	204.5	TN	CHATTANOOGA LOVELL AP
USW00024089	1335.44	42.8975	-106.4636	1627.0	WY	CASPER NATRONA CO AP
USC00381645	157.131	34.7289	-80.0389	88.4	SC	CHESTERFIELD 3 E
USC00409709	643.418	36.4511	-86.6456	249.9	TN	WHITE HOUSE
USC00010757	303.342	33.3667	-87.0167	164.9	AL	BESSEMER 3 SSW
USC00451690	270.575	46.6644	-118.8828	310.9	WA	CONNELL 1 W
USC00478110	1036.72	44.9686	-90.9389	332.2	WI	STANLEY
USC00266055	464.028	40.2167	-117.6833	1261.9	NV	PARIS RCH
USC00482685	1424.76	42.7467	-105.3603	1484.4	WY	DOUGLAS 1 SE
USC00175736	65.125	44.6353	-70.0003	146.3	ME	NEW SHARON
USC00356853	437.12699999999995	42.8081	-118.8778	1283.2	OR	P-RANCH SOUTH PLACE
USC00317499	187.19099999999997	36.2119	-78.8569	164.6	NC	ROUGEMONT
USC00351582	285.79200000000003	43.2333	-120.6833	1314.9	OR	CHRISTMAS VALLEY
USW00023206	101.61	38.5667	-121.3	39.9	CA	SACRAMENTO MATHER AFB
USW00093010	1230.18	39.1894	-103.7158	1634.9	CO	LIMON WSMO
USC00091640	362.965	33.5972	-85.0806	303.3	GA	CARROLLTON
USC00139132	1262.99	41.3561	-94.0128	317.0	IA	WINTERSET 1N
USC00213174	1245.73	45.6583	-95.4392	365.2	MN	GLENWOOD 2 WNW
USC00481730	1385.15	41.7594	-104.8222	1616.7	WY	CHUGWATER
USC00216565	1421.02	44.0139	-96.3258	519.7	MN	PIPESTONE
USC00306839	159.80700000000002	42.3281	-74.4422	367.9	NY	PRATTSVILLE
USC00043489	112.838	32.8833	-114.8667	147.8	CA	GOLD ROCK RCH
USC00040824	281.97	37.3667	-118.7167	2863.9	CA	BISHOP UNION CARBIDE
USC00029359	432.671	35.2414	-112.1928	2105.9	AZ	WILLIAMS
USC00275843	111.339	43.4167	-72.0167	390.1	NH	NEW LONDON
USC00029420	297.755	32.9167	-110.7167	634.0	AZ	WINKELMAN 6 S
USC00402806	426.746	36.3644	-82.2325	534.9	TN	ELIZABETHTON
USC00354175	473.852	44.3247	-117.9964	1193.3	OR	IRONSIDE 2 W
USW00014762	295.253	40.3547	-79.9217	380.4	PA	PITTSBURGH ALLEGHENY CO AP
USC00048200	298.52099999999996	35.9717	-116.2708	471.2	CA	SHOSHONE
USC00210157	1302.03	43.8836	-94.1664	313.9	MN	AMBOY
USC00368400	82.4706	40.5711	-75.2686	262.1	PA	SPRINGTOWN 1 NNE
USC00158635	499.213	37.1025	-82.8047	378.0	KY	WHITESBURG 2SE
USC00422625	869.591	39.95	-112.1167	1975.1	UT	EUREKA
USC00174781	123.32600000000001	45.2219	-70.1983	353.6	ME	LONG FALLS DAM
USC00358498	12.9962	45.4294	-123.7619	42.7	OR	TILLAMOOK 6SE
USC00123062	887.6569999999999	40.6167	-87.3167	249.9	IN	FOWLER
USC00302091	9.427710000000001	40.8	-73.3	36.6	NY	DIX HILLS
CA007033650	271.717	45.65	-74.33	91.0		LACHUTE
USC00418761	941.45	35.9667	-101.8667	1079.9	TX	SUNRAY 4 SW
USW00012815	51.5146	28.4339	-81.325	27.4	FL	ORLANDO INTL AP
USC00443375	199.843	37.6183	-79.4358	224.6	VA	GLASGOW 1 SE
USC00398930	1369.42	44.9028	-97.1136	533.4	SD	WATERTOWN 1W
USC00113455	1155.85	40.8822	-91.0233	164.0	IL	GLADSTONE DAM 18
USC00096259	117.914	30.6711	-82.7514	41.1	GA	NEEDMORE 2 W
USC00340198	848.22	36.7081	-98.7094	438.9	OK	ALVA 7SSW MESONET
USC00119354	964.971	39.4458	-88.5961	210.3	IL	WINDSOR
USC00271552	136.43	43.3667	-72.3833	131.1	NH	CLAREMONT JUNCTION
USC00256970	1448.13	42.065	-100.2472	819.9	NE	PURDUM
USC00445208	16.5347	38.7	-77.4333	52.1	VA	MANASSAS 4 S
USC00448062	151.517	38.1692	-79.0844	51.5	VA	STAUNTON WATER TRMTMT PLT
USC00304996	324.569	44.8419	-74.3081	268.2	NY	MALONE
USC00130385	1302.24	41.7069	-94.9222	390.1	IA	AUDUBON
USC00033544	672.316	36.07	-93.7522	543.5	AR	HUNTSVILLE 1 SSW
USC00359208	99.0401	45.3333	-122.65	21.0	OR	WEST LINN
USW00014929	1331.3	45.4558	-98.4131	396.8	SD	ABERDEEN
USC00033761	581.181	35.6	-90.5167	65.5	AR	JUDD HILL
USW00074401	1093.66	39.8167	-94.85	291.7	MO	ST JOSEPH WBO
CA0010130MN	0.43912799999999996	48.98	-123.57	6.0		GALIANO NORTH
USC00189750	21.5101	39.3333	-76.8667	140.2	MD	WOODSTOCK
USC00393029	1476.46	44.0686	-98.0833	397.8	SD	FORESTBURG 4 NNE
USC00144313	927.081	37.6361	-98.1136	470.9	KS	KINGMAN
USC00276550	111.507	42.9453	-72.2369	207.3	NH	OTTER BROOK LAKE
USW00013883	162.02200000000002	33.9486	-81.1186	70.4	SC	COLUMBIA
CA005020725	910.4789999999999	49.4	-98.32	341.0		DEERWOOD RCS
USC00204244	814.1210000000001	42.2833	-85.6	289.6	MI	KALAMAZOO STATE HOSPITAL
USC00255830	1398.69	42.1303	-98.0275	536.4	NE	NELIGH
USC00134381	1112.81	40.3967	-91.375	160.6	IA	KEOKUK LOCK DAM 19
USC00389350	238.024	34.9381	-81.0317	210.3	SC	WINTHROP UNIV
USC00173567	64.1724	44.9442	-69.5458	97.5	ME	HARMONY
USC00145248	999.554	38.9833	-94.6833	320.0	KS	MERRIAM OVERLAND PARK
USC00290525	856.8330000000001	34.1128	-103.1667	1200.9	NM	ARCH
USC00029271	412.788	33.8214	-109.9839	1575.8	AZ	WHITERIVER 1 SW
CA007086380	503.119	46.2	-77.7	137.0		RAPIDE DES JOACHIMS
USC00095863	137.628	32.8753	-82.2156	85.3	GA	MIDVILLE EXP STN
USW00014763	127.69200000000001	42.4272	-73.2892	363.9	MA	PITTSFIELD MUNI AP
USC00410225	384.241	29.4608	-101.0286	352.7	TX	AMISTAD DAM
USW00013976	42.8631	30.205	-91.9875	11.6	LA	LAFAYETTE RGNL AP
USC00055970	820.198	37.8139	-109.0108	2036.1	CO	NORTHDALE
USC00243727	1013.84	47.0258	-108.8031	1063.8	MT	GRASS RANGE
USC00425892	956.0169999999999	40.7497	-111.7222	1652.0	UT	MTN DELL DAM
USC00351571	204.298	42.5833	-121.8667	1278.0	OR	CHILOQUIN 1 E
USC00046816	54.9107	33.7833	-117.2333	448.1	CA	PERRIS
USC00414076	148.79399999999998	31.35	-93.8333	91.4	TX	HEMPHILL
USC00475932	974.584	44.3589	-88.7189	243.8	WI	NEW LONDON
USW00013977	384.279	33.4536	-94.0075	110.0	AR	TEXARKANA WEBB FLD
USC00486852	1437.97	42.2058	-104.5561	1295.4	WY	OLD FT LARAMIE
USC00232503	909.0239999999999	38.3486	-92.5808	283.5	MO	ELDON
USC00331152	367.75	40.2686	-80.9981	384.0	OH	CADIZ
USC00177238	0.178513	45.0853	-67.1203	35.1	ME	ROBBINSTON
USW00093729	0.776363	35.2325	-75.6219	3.4	NC	CAPE HATTERAS AP
USC00315743	280.651	35.8439	-80.4972	244.4	NC	MOCKSVILLE 5SE
CA001140876	312.64599999999996	49.02	-118.23	510.0		BILLINGS
USC00418845	260.578	29.6675	-99.2883	423.7	TX	TARPLEY
CA006139520	629.17	42.33	-82.93	188.0		WINDSOR RIVERSIDE
USC00275629	110.865	43.3336	-72.0825	387.1	NH	MT SUNAPEE
USC00416664	12.34	30.0858	-93.7417	3.0	TX	ORANGE
USC00459079	140.297	47.4333	-120.35	243.8	WA	WENATCHEE EXP STN
USC00304530	240.11900000000003	43.4333	-73.7167	106.7	NY	LAKE GEORGE #1
USC00212253	971.4839999999999	46.7833	-92.1	353.9	MN	DULUTH WB CITY
USW00012816	78.2874	29.6919	-82.2756	37.5	FL	GAINESVILLE RGNL AP
USW00014739	0.164296	42.3606	-71.0106	3.7	MA	BOSTON LOGAN INTL AP
USC00041967	19.4828	37.9833	-122.0692	12.2	CA	CONCORD WWTP
USC00093712	330.523	34.3167	-83.65	289.9	GA	GILLSVILLE
USC00410639	59.2144	28.4575	-97.7061	77.7	TX	BEEVILLE 5 NE
USC00226718	6.23385	30.3961	-88.4781	3.7	MS	PASCAGOULA 3 NE
USC00100915	906.6210000000001	43.1969	-112.3531	1382.6	ID	BLACKFOOT FIRE DEPT
USC00455659	147.891	45.9997	-121.5403	594.4	WA	MT ADAMS RS
USC00246691	1323.53	45.8525	-105.035	853.4	MT	POWDERVILLE 8 NNE
USC00151900	704.387	38.3636	-85.4186	237.7	KY	CRESTWOOD 4NE
USC00440720	94.0121	38.5217	-78.4356	1079.0	VA	BIG MEADOWS
USC00265085	497.397	36.8025	-114.0736	478.5	NV	MESQUITE
USC00301732	322.621	43.3425	-76.0006	177.1	NY	CONSTANTIA 6N
USC00444128	220.37900000000002	37.9969	-79.8317	681.5	VA	HOT SPRINGS
USC00293775	461.06699999999995	31.9175	-108.3247	1374.6	NM	HACHITA
USC00296258	973.9639999999999	35.55	-103.2	1250.9	NM	OBAR
USC00199708	67.3848	42.6667	-71.8	153.0	MA	WILLARD BROOK SF
USC00137669	1203.21	40.7453	-95.6422	341.4	IA	SIDNEY
USC00321456	1235.88	47.0644	-101.2119	606.6	ND	CENTER 4SE
USC00414077	157.643	31.4072	-93.7842	54.9	TX	HEMPHILL 6 NE
USC00022462	274.64599999999996	33.5833	-112.0833	383.1	AZ	DEER VALLEY
USC00410081	89.7198	26.9	-98.6	139.9	TX	AGUA NUEVA
USC00113335	1124.58	41.1739	-90.035	246.9	IL	GALVA
USC00405681	622.3530000000001	36.3444	-88.8636	103.6	TN	MARTIN U OF T BRANCH E
USC00134705	1163.06	41.5747	-90.4006	175.9	IA	LE CLAIRE L&D 14
USC00050514	1060.38	39.3667	-107.0333	2019.0	CO	BASALT
CA006105762	474.906	45.05	-76.78	276.0		OMPAH-SEITZ
USC00415344	293.70099999999996	32.5183	-94.7189	153.6	TX	LONGVIEW #2
USC00305759	84.5703	41.6833	-74.1333	128.0	NY	NEW PALTZ 4 SW
USC00445117	197.238	37.3817	-79.2331	224.3	VA	LYNCHBURG #2
USC00306411	370.621	44.6333	-74.8333	228.9	NY	PARISHVILLE 1 WNW
USC00115943	842.546	38.3483	-88.8533	149.4	IL	MT VERNON 3 NE
USC00290989	536.668	33.8	-108.3333	2073.9	NM	BIRMINGHAM RCH
USC00318754	368.01300000000003	35.2333	-83.1333	705.0	NC	TUCKASEGEE 2 S
USC00085539	50.0223	30.1064	-83.1819	19.8	FL	MAYO
USC00071200	6.923589999999999	39.5917	-75.7325	24.4	DE	BEAR 2 SW
USC00247234	1009.05	47.6167	-108.7	705.0	MT	ROY 24 NE MOBRIDGE
USC00232591	961.939	39.1506	-90.7847	137.2	MO	ELSBERRY 1 S
USC00224966	65.0979	31.1494	-88.555	32.0	MS	LEAKESVILLE
USC00053662	989.403	38.5253	-106.9672	2323.2	CO	GUNNISON 3SW
USC00451939	0.5887100000000001	47.3706	-123.16	6.4	WA	CUSHMAN POWERHOUSE 2
USC00353043	111.98899999999999	44.4333	-122.6167	220.1	OR	FOSTER 3 NE
USC00399347	1522.98	43.5606	-103.4881	1261.9	SD	WIND CAVE
USC00417431	566.239	31.2286	-101.9461	797.1	TX	RANKIN
USW00094185	417.67	43.595	-118.9564	1261.9	OR	BURNS MUNI AP
USC00296079	743.26	35.1	-106.6167	1565.1	NM	NETHERWOOD PARK
USW00023114	114.339	34.9	-117.8667	705.9	CA	EDWARDS AFB
USC00134087	1484.64	43.3	-96.4667	445.0	IA	INWOOD 2 SW
USC00434985	179.351	44.3667	-72.3333	262.1	VT	MARSHFIELD
USC00144081	1034.58	38.0833	-99.9	701.6	KS	JETMORE
USC00417730	974.755	35.7167	-102.9167	1238.1	TX	ROMERO
USC00276944	100.17	43.75	-71.6833	153.0	NH	PLYMOUTH
USC00045356	227.75400000000002	38.6919	-119.7803	1685.5	CA	MARKLEEVILLE
USC00299085	896.808	36.6511	-105.9725	2480.8	NM	TRES PIEDRAS
USW00013970	79.2162	30.5372	-91.1469	19.5	LA	BATON ROUGE RYAN AP
USC00396212	1558.74	43.1878	-103.2372	1020.5	SD	OELRICHS
USC00440449	24.6848	38.8667	-77.1	57.9	VA	BARCROFT
USC00442790	77.8159	36.6983	-77.5597	30.5	VA	EMPORIA 1 WNW
USC00240554	1165.59	48.6719	-106.4811	901.6	MT	BAYLOR
USC00081654	82.5078	26.7422	-80.94	6.1	FL	CLEWISTON
USC00033242	462.07099999999997	34.5211	-90.59	59.4	AR	HELENA
USC00261311	487.635	40.3833	-117.4667	1655.1	NV	BUFFALO RCH
USC00265990	531.024	41.2833	-117.7	1373.1	NV	PARADISE HILL
USC00216386	1224.77	45.3833	-94.7333	360.0	MN	PAYNESVILLE
USC00232474	1056.82	39.5075	-94.6328	256.0	MO	EDGERTON
USC00416210	297.596	31.9611	-96.6881	138.4	TX	NAVARRO MILLS DAM
USC00338534	568.7	40.8333	-83.2833	260.3	OH	UPPER SANDUSKY
USC00365050	416.719	41.6458	-80.425	313.9	PA	LINESVILLE 1 S
USC00307210	99.9456	41.5917	-74.6142	387.1	NY	ROCK HILL 3 SW
USC00161979	260.449	32.1667	-92.1072	24.4	LA	COLUMBIA LOCK
USC00030536	568.469	35.4583	-91.0561	73.2	AR	BEEDEVILLE 4 NE
USW00014738	225.467	42.0833	-76.1	253.9	NY	BINGHAMTON WB AP
USC00456803	9.94319	47.2	-122.3333	15.2	WA	PUYALLUP 2 W EXP STN
USC00017020	261.24	32.8711	-86.1758	182.9	AL	ROCKFORD 3 ESE
USC00316602	355.224	35.9983	-81.565	387.1	NC	PATTERSON
USC00275712	48.7373	42.7914	-71.4736	41.1	NH	NASHUA 2 NNW
USC00271099	104.26	43.85	-71.6333	189.0	NH	CAMPTON
USC00304731	128.459	41.8017	-74.74	481.6	NY	LIBERTY 1 NE
USW00093728	9.77599	38.7167	-77.1833	27.1	VA	DAVISON AAF
USC00218621	1087.58	47.0997	-94.5725	414.5	MN	WALKER RS
USC00416104	689.248	30.7053	-104.0233	2069.6	TX	MT LOCKE
USC00255702	1504.03	42.2506	-101.3364	1054.6	NE	MULLEN 21 NW
USC00240110	826.757	45.0708	-112.0575	1783.1	MT	ALDER 17 S
USC00255080	1350.94	41.8292	-97.45	481.6	NE	MADISON
USC00137410	1243.46	43.3667	-92.3667	390.1	IA	SARATOGA 2 E
USC00121747	746.935	39.1661	-85.9228	186.8	IN	COLUMBUS
USC00475096	1049.55	43.7028	-88.9989	262.4	WI	MARKESAN
USC00330195	430.048	41.1667	-81.0833	305.1	OH	APCO RAVENNA ARSENAL
USC00444031	0.707159	37.45	-75.6833	2.1	VA	HOG IS LITTLE MA
USC00144695	978.7230000000001	37.0222	-100.9294	863.8	KS	LIBERAL
USC00047864	4.31043	37.5333	-122.3	6.1	CA	SAN MATEO
USC00097276	86.1007	30.7836	-83.5692	56.4	GA	QUITMAN 2 NW
USC00413192	275.778	32.2	-95.35	146.0	TX	FLINT
USC00465875	293.594	37.99	-80.6803	975.4	WV	MCROSS 3 E
USC00306623	273.374	43.4614	-74.5231	527.3	NY	PISECO
USC00312238	302.565	36.4147	-80.2169	256.0	NC	DANBURY
USC00132041	1396.42	42.7256	-94.1953	338.3	IA	DAKOTA CITY
USC00278754	100.42399999999999	44.2667	-71.2833	1158.8	NH	TUCKERMAN RAVINE
USC00230668	741.263	36.9833	-91.5	305.1	MO	BIRCH TREE
USC00043244	5.7699300000000004	37.5422	-122.0158	11.6	CA	FREMONT
USC00343871	769.628	35.585	-99.3953	554.7	OK	HAMMON 3 SSW
USC00471062	1042.78	43.0519	-88.1775	251.2	WI	BROOKFIELD
USC00241518	1354.47	46.7447	-104.3089	957.1	MT	CARLYLE 13 NW
USC00046818	54.9107	33.7833	-117.25	488.0	CA	PERRIS 1 WSW
USC00482680	1393.22	42.1794	-105.4017	1865.4	WY	DOUBLE FOUR RCH
USC00322949	1128.33	47.6456	-99.6219	493.8	ND	FESSENDEN
USC00317081	149.907	35.75	-78.6167	-999.9	NC	RALEIGH MUNI AP
USC00470307	1098.97	43.3333	-89.3667	317.0	WI	ARLINGTON
USC00195984	27.8016	41.9928	-71.1667	29.0	MA	NORTON WEST
USC00261358	538.811	37.6128	-114.5264	1334.7	NV	CALIENTE
USC00429717	596.2959999999999	37.2092	-112.9814	1230.8	UT	ZION NP
USC00022246	602.2330000000001	36.4167	-110.85	1738.9	AZ	COW SPGS TRADING POST
USC00015867	483.94	34.9167	-86.45	223.1	AL	NEW MARKET 2
USC00026706	382.149	31.9	-109.1667	1524.9	AZ	PORTAL
USC00324646	1109.77	48.6692	-102.0975	551.7	ND	KENMARE 1 WSW
USC00024779	441.353	34.1667	-109.9833	2044.0	AZ	LAKESIDE RS
USC00013024	158.134	31.9833	-86.5833	153.0	AL	FT DEPOSIT
USC00182336	50.8259	39.2647	-77.2319	213.4	MD	DAMASCUS 3 SSW
USC00041960	22.6586	37.9833	-122.0167	6.1	CA	CONCORD AP
CA007035666	311.797	45.8	-74.98	183.0		NOTRE DAME DE LA PAIX
USC00162971	278.533	32.6167	-91.5667	30.2	LA	EPPS 6 WNW
USC00267123	634.419	40.2022	-115.493	1834.6	NV	RUBY LAKE NWR
USC00449301	363.60699999999997	36.9317	-81.0942	746.8	VA	WYTHEVILLE 1 S
USC00088094	30.6612	30.2	-83.65	14.9	FL	SECOTAN
USC00366225	128.458	40.15	-77.6167	225.9	PA	NEWBURG 3 W
USC00048207	219.695	39.5678	-120.6228	1292.4	CA	SIERRA CITY
USC00168094	271.289	32.3589	-93.1428	109.7	LA	SAILES FIRE TWR
USC00016121	373.499	33.9478	-86.4692	271.9	AL	ONEONTA
USC00276945	99.4859	43.7833	-71.65	201.2	NH	PLYMOUTH
USW00013971	697.14	36.2667	-93.1567	418.8	AR	HARRISON BOONE CO AP
USC00057848	1187.18	40.4725	-106.4475	2555.7	CO	SPICER
USC00049087	17.2399	33.7025	-117.7539	71.6	CA	TUSTIN IRVINE RCH
USC00421308	808.9010000000001	37.7158	-109.0828	2060.4	UT	CEDAR POINT
USC00427686	891.512	39.9578	-111.7794	1572.8	UT	SANTAQUIN CHLORINATOR
USC00481775	1045.83	44.9367	-109.1375	1246.6	WY	CLARK 3NE
USC00255701	1452.66	41.8458	-101.0442	975.4	NE	MULLEN 15S
USC00361234	116.588	40.2	-77.2167	143.0	PA	CARLISLE
USC00477158	1147.38	43.3314	-90.3889	221.9	WI	RICHLAND CTR
USC00416211	129.899	30.3833	-96.1167	65.8	TX	NAVASOTA
USC00421446	949.7410000000001	40.8397	-111.8314	1624.6	UT	CITY CREEK WTP
USC00106542	847.357	42.2342	-113.8981	1389.6	ID	OAKLEY
